Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin,BMI_Calc_Check,Burn Efficiency (Cal/Hr)
34,Male,64.36,1.62,174,145,62,2,1833,Cardio,26,2.7,5,3,24.5,3,207.16,83.59,55.47,1881,Other,Lunch,Vegan,21.13,1441.38,200.49,163.07,Roasted,56.01,80.81,3.2,Bicycle Crunches,5,22,Isolates and strengthens triceps,365.52,Full Body,"Bench, Barbell",Intermediate,Abs,Triceps,Barbell hip thrusts,24.52,1662.23,0.5,1.3,0.74,0.83,47.78,47.87,1286.63,1.23e+20,Very High,24.523700655387895,916.5
42,Female,42.61,1.75,160,130,71,1,916,Cardio,14,1.6,3,1,13.9,2,330.92,132.12,88.33,1136,Other,Snack,Balanced,10.95,845.56,175.33,256.9,Raw,42.81,38.13,2.2,Lunges,5,16,Improves core stability and upper body strength,343.15,"Lower Back, Glutes",Bench or Chair,Advanced,Abs,Lats,Triceps pushdowns,13.91,2647.13,0.5,3.1,0.66,0.81,219.97,36.56,713.75,7.36e+19,Medium,13.913469387755102,916.0
26,Female,72.72,1.67,163,121,50,1,1358,Strength,30,1.9,2,1,26.1,2,183.31,73.01,48.63,2084,Other,Breakfast,Vegan,34.05,353.4,240.96,396.5,Fried,49.9,86.65,3.7,Pull-ups,5,15,Improves posture and back strength,349.55,"Quadriceps, Hamstrings, Glutes",Bench or Sturdy Surface,Beginner,Arms,Wrist Flexors,Triceps dips,26.07,1462.95,0.5,1.0,0.62,0.74,726.47,50.81,957.77,8.56e+19,High,26.074796514754922,1358.0
33,Female,74.31,1.76,192,146,66,1,1230,Strength,27,1.5,4,2,24.0,4,177.79,71.58,47.82,2046,Other,Dinner,Vegetarian,39.57,763.54,10.1,157.13,Fried,34.9,70.61,1.3,Squats,4,24,Isolates triceps,370.42,"Shoulders, Triceps",Resistance Band or Cable Machine,Advanced,Chest,Middle,Decline dumbbell flyes,23.99,1427.86,0.5,0.96,0.63,0.76,815.83,54.45,844.56,1.37e+20,Very High,23.9895402892562,1230.0
45,Male,78.45,1.96,166,167,62,1,1132,Cardio,21,2.2,3,1,20.4,4,222.55,88.65,58.65,1957,Other,Lunch,Keto,16.48,1939.98,127.64,117.12,Raw,8.62,63.62,3.3,Windshield Wipers,4,21,Targets lower abs,354.68,"Quadriceps, Glutes",Wall,Beginner,Shoulders,Lower,Decline dumbbell press,20.42,1772.65,0.5,1.13,1.01,1.01,824.9,61.95,915.07,9.64e+19,High,20.421178675551857,1132.0
32,Female,62.19,1.58,183,135,54,2,1948,Cardio,23,2.7,5,3,24.9,2,204.12,80.7,54.18,1524,Other,Snack,Paleo,14.23,126.39,194.59,468.66,Raw,53.76,119.28,3.9,Scissors Kicks,4,18,Advanced core exercise,342.73,"Back, Hamstrings, Glutes",Dumbbells or Barbell,Intermediate,Arms,Lats,Wrist extension,24.91,1626.9,0.5,1.3,0.63,0.74,-423.79,48.02,1281.81,7.29e+19,Medium,24.91187309726005,974.0
23,Female,59.19,1.78,185,141,58,2,1295,Yoga,22,2.7,5,3,18.7,2,282.93,112.79,74.97,1672,Other,Breakfast,Low-Carb,12.75,2204.83,54.0,289.28,Boiled,52.1,45.5,3.8,Reverse Lunges,5,25,Improves core stability and balance,329.86,"Lower Abs, Hip Flexors",None or Dumbbells,Beginner,Arms,Middle,Dumbbell front raises,18.68,2257.61,0.5,1.91,0.65,0.76,377.2,46.37,1095.14,5.33e+19,Low,18.68135336447418,647.5
46,Female,66.63,1.73,163,142,56,1,1080,Strength,25,2.0,3,1,22.3,2,233.25,92.97,61.97,1638,Other,Dinner,Vegetarian,0.38,1473.92,252.51,108.86,Raw,5.97,98.48,3.2,Prone Cobras,4,23,Strengthens lower body,354.5,Shoulders,Pull-up Bar,Beginner,Chest,Grip Strength,Preacher curls,22.26,1862.61,0.5,1.4,0.8,0.87,557.92,49.74,772.81,9.6e+19,High,22.262688362457816,1080.0
35,Male,50.05,1.6,195,156,59,1,979,Cardio,23,1.9,4,2,19.6,2,180.68,71.95,48.13,1345,Other,Breakfast,Balanced,18.71,2157.48,61.62,442.76,Raw,15.16,54.13,3.3,Resistance Band Pull-Aparts,5,25,Strengthens lower abs,333.29,Core,Pull-up Bar,Intermediate,Back,Posterior,Incline dumbbell press,19.55,1443.69,0.5,1.44,0.71,0.8,365.8,38.68,679.91,5.8e+19,Low,19.550781249999996,979.0
35,Male,127.05,1.62,187,128,69,1,980,Cardio,35,3.4,4,2,48.4,4,296.81,118.56,79.65,3612,Other,Breakfast,Paleo,17.74,2297.75,62.13,464.38,Boiled,51.42,92.59,2.1,Plyo Squats,5,15,Strengthens back and improves posture,361.96,Triceps,Bench or Sturdy Surface,Intermediate,Chest,Lower Chest,Leg curls,48.41,2378.33,0.5,0.93,0.5,0.68,2631.98,82.58,738.4,1.14e+20,Very High,48.41106538637402,980.0
43,Male,70.09,1.66,169,151,58,1,1198,HIIT,26,2.6,2,1,25.4,3,270.37,108.42,71.76,1744,Other,Snack,Keto,38.45,2116.25,133.72,404.61,Fried,34.04,12.75,1.6,Plyometric Push-ups,5,16,Advanced core exercise,339.65,Full Body,Cable Machine,Advanced,Arms,Middle,Seated cable rows,25.44,2161.0,0.5,1.55,0.84,0.9,546.1,52.12,672.51,6.77e+19,Medium,25.43547684714763,1198.0
22,Female,71.46,1.77,197,158,56,1,983,Yoga,29,1.8,3,1,22.8,2,244.49,97.54,65.18,1921,Other,Lunch,Keto,6.9,798.12,245.17,203.65,Raw,11.41,46.72,1.2,Squats,4,19,Activates and strengthens glutes,340.46,"Biceps, Forearms",Parallel Bars or Chair,Beginner,Chest,Posterior,Cable crossovers,22.81,1954.74,0.5,1.36,0.73,0.8,938.49,51.02,1014.57,6.9e+19,Medium,22.80953748922723,983.0
32,Female,89.25,1.92,199,168,67,2,1504,Yoga,25,3.5,4,3,24.2,4,337.41,134.72,90.12,2601,Other,Dinner,Low-Carb,25.29,2139.31,187.1,398.69,Boiled,5.09,15.3,4.7,Deadlift,5,15,Improves coordination and cardiovascular health,335.11,"Legs, Core","Bench, Barbell",Advanced,Legs,Grip Strength,Plank,24.21,2699.6,0.5,1.51,0.76,0.84,1096.76,67.04,1293.52,6.06e+19,Low,24.210611979166668,752.0
47,Female,86.87,1.64,177,165,50,2,2856,HIIT,32,3.5,4,3,32.3,2,233.34,92.48,61.91,2355,Other,Dinner,Vegetarian,17.95,2448.17,220.02,238.29,Baked,13.96,91.45,2.3,Push Ups,5,15,Targets lower abs,347.41,"Triceps, Chest",None or Dumbbell,Advanced,Forearms,Lower,Barbell rows,32.3,1860.47,0.5,1.06,0.91,0.93,-500.6,58.94,1389.64,8.14e+19,Medium,32.29848304580607,1428.0
41,Female,54.5,1.55,175,169,65,1,1569,Strength,26,2.0,4,2,22.7,2,217.05,86.58,57.41,1573,Other,Breakfast,Paleo,10.75,1030.9,241.29,350.9,Baked,21.65,112.09,3.9,Lat Pulldowns,5,17,Builds explosive power,338.52,"Back, Biceps",Box or Platform,Advanced,Forearms,Posterior,Bent-over lateral raises,22.68,1731.21,0.5,1.59,0.94,0.96,4.39,40.42,981.71,6.59e+19,Medium,22.684703433922994,1569.0
46,Female,47.46,1.64,168,159,67,1,909,Yoga,20,2.5,4,2,17.6,3,218.19,87.33,58.46,1258,Other,Snack,Balanced,25.94,2342.14,53.87,365.8,Steamed,8.29,20.5,2.5,Push Ups,5,25,Strengthens core and improves mobility,347.73,Full Body,Wall,Beginner,Back,Quads,Barbell curls,17.65,1748.22,0.5,1.84,0.91,0.95,348.53,37.94,876.28,8.2e+19,Medium,17.64574657941702,909.0
43,Male,73.58,1.8,162,166,50,1,528,Yoga,27,2.1,3,1,22.7,3,305.42,123.02,82.02,2127,Other,Breakfast,Low-Carb,23.12,2008.56,67.48,288.53,Raw,34.13,58.81,5.0,Dips,5,16,Improves core stability,361.23,"Lower Chest, Triceps",Kettlebell,Advanced,Forearms,Wrist Extensors,Bent-over lateral raises,22.71,2451.94,0.5,1.67,1.04,1.02,1599.48,54.07,577.97,1.12e+20,Very High,22.709876543209873,528.0
59,Male,89.92,1.72,188,151,67,1,1308,HIIT,33,3.2,3,1,30.4,3,247.89,98.7,65.8,2490,Other,Breakfast,Vegetarian,46.79,1243.54,141.22,199.01,Raw,57.9,120.09,3.1,Dips,5,15,Strengthens lower abs,355.74,"Lower Back, Glutes",Bench or Sturdy Surface,Advanced,Legs,Lats,Fat grip dumbbell curl,30.39,1978.56,0.5,1.1,0.7,0.81,1182.01,60.54,768.4,9.88e+19,High,30.394808004326666,1308.0
47,Male,80.06,1.77,171,149,68,1,882,HIIT,30,3.5,3,1,25.6,4,256.0,101.45,68.73,2075,Other,Breakfast,Keto,20.06,908.1,6.54,137.47,Fried,53.31,35.56,4.4,Squats,5,15,Improves back strength and posture,348.11,"Chest, Triceps",Barbell,Beginner,Arms,Lateral,Bicep Curls,25.55,2048.37,0.5,1.27,0.78,0.87,1192.5,55.79,508.24,8.27e+19,Medium,25.554597976315872,882.0
41,Male,82.14,1.66,177,139,74,2,2305,Strength,29,3.5,5,3,29.8,4,267.04,106.02,70.61,2330,Other,Snack,Vegan,45.28,630.31,84.14,212.8,Baked,28.6,4.63,3.0,Deadlift,4,15,Strengthens lower body,346.84,"Obliques, Core",Resistance Band or Cable Machine,Intermediate,Abs,Grip Strength,Hyperextensions,29.81,2127.73,0.5,1.29,0.63,0.79,25.1,58.07,1366.55,8.03e+19,Medium,29.808390187255046,1152.5
53,Female,54.23,1.74,173,156,54,1,988,Yoga,21,1.8,3,2,17.9,4,290.13,114.87,76.19,1505,Other,Lunch,Low-Carb,35.43,1072.88,228.15,360.92,Roasted,32.3,82.34,1.6,Dragon Flags,5,20,Improves shoulder mobility and posture,357.83,Core,Dumbbells or Barbell,Intermediate,Back,Lower,Seated cable rows,17.91,2305.71,0.5,2.12,0.85,0.9,516.96,43.11,980.45,1.04e+20,High,17.911877394636015,988.0
46,Female,109.25,1.64,185,169,63,1,1396,Strength,35,3.4,3,1,40.6,4,259.52,103.57,68.83,2953,Other,Breakfast,Balanced,30.92,124.97,-0.83,243.17,Fried,19.04,78.23,1.6,Push Ups,4,19,Strengthens lower body,363.54,"Legs, Shoulders, Core",Wall,Intermediate,Arms,Anterior,Leg press,40.62,2071.83,0.5,0.95,0.87,0.91,1557.1,71.01,1025.18,1.18e+20,Very High,40.619422962522314,1396.0
25,Male,104.81,1.88,173,156,67,1,965,Yoga,27,2.3,3,2,29.6,4,199.77,80.12,53.16,2835,Other,Lunch,Low-Carb,43.22,2059.36,255.2,468.84,Fried,50.77,37.35,4.0,Russian Twists,4,15,Strengthens lower abs and hip flexors,356.44,"Rear Deltoids, Upper Back",Bench or Step,Advanced,Arms,Quads,Close-grip bench press,29.65,1598.0,0.5,0.76,0.84,0.9,1870.2,76.01,955.26,1e+20,High,29.654255319148938,965.0
45,Male,56.28,1.55,194,121,58,2,1306,Yoga,28,2.7,5,3,23.4,3,208.49,85.19,56.44,1682,Other,Breakfast,Balanced,32.72,629.97,14.9,269.33,Raw,54.83,108.02,5.0,Plank,5,17,Strengthens triceps and chest,326.77,"Upper Back, Rear Deltoids",Dumbbells or Barbell,Intermediate,Chest,Lower Chest,Standing calf raises,23.43,1682.68,0.5,1.51,0.46,0.62,376.39,40.46,1091.41,4.94e+19,Low,23.425598335067637,653.0
24,Male,69.57,1.75,166,146,60,1,1721,HIIT,24,2.0,3,1,22.7,2,287.32,113.91,76.0,1802,Other,Breakfast,Low-Carb,26.05,480.91,285.4,137.93,Roasted,26.32,58.96,1.4,Frog Jumps,5,23,Strengthens lower abs,363.61,"Shoulders, Upper Back",Dumbbells,Intermediate,Arms,Wrist Extensors,Lateral raises,22.72,2288.92,0.5,1.64,0.81,0.88,80.68,52.59,1032.65,1.18e+20,Very High,22.716734693877548,1721.0
56,Female,58.58,1.86,187,159,65,1,1036,Cardio,18,3.3,3,2,16.9,3,169.84,67.86,45.27,1557,Other,Dinner,Vegetarian,5.8,676.5,166.11,443.83,Boiled,59.18,64.12,4.3,Face Pulls,4,19,Improves core rotation strength,329.46,"Full Body, Core, Shoulders",None or Dumbbells,Beginner,Back,Triceps,Decline cable crossovers,16.93,1358.23,0.5,1.16,0.77,0.85,521.06,47.76,711.63,5.28e+19,Low,16.93259336339461,1036.0
49,Male,61.42,1.66,173,152,73,1,1822,HIIT,21,1.8,3,2,22.3,3,271.58,108.07,72.02,1727,Other,Snack,Vegetarian,35.52,2292.09,142.67,433.78,Baked,7.32,70.47,4.1,Flutter Kicks,5,15,Targets upper chest,328.65,"Full Body, Core, Shoulders",None or Dumbbell,Advanced,Back,Lateral,Barbell rows,22.29,2166.78,0.5,1.76,0.79,0.88,-94.6,48.3,907.07,5.17e+19,Low,22.289156626506028,1822.0
27,Female,89.41,1.87,169,153,62,2,2331,HIIT,26,3.5,5,3,25.6,2,205.66,82.54,54.64,2407,Other,Snack,Keto,35.98,413.71,122.78,253.2,Roasted,16.91,15.22,3.9,Pull-ups,5,24,Builds back strength,360.27,"Rear Deltoids, Upper Back",Dumbbells,Advanced,Arms,Lower Chest,Bicep Curls,25.57,1644.56,0.5,0.92,0.85,0.91,76.1,66.43,1174.48,1.1e+20,High,25.568360547913862,1165.5
41,Male,82.21,1.87,167,128,59,2,2678,HIIT,25,3.5,5,3,23.5,3,316.37,126.55,84.21,2217,Other,Dinner,Keto,37.92,1217.33,155.74,406.37,Boiled,60.31,48.04,1.2,Push-ups,5,19,Strengthens lower abs,344.28,"Glutes, Hamstrings",Kettlebell,Intermediate,Arms,Lower Chest,Decline cable crossovers,23.51,2529.57,0.5,1.54,0.64,0.77,-461.21,61.47,1287.61,7.56e+19,Medium,23.509394034716458,1339.0
32,Male,66.06,1.62,186,128,63,1,382,Yoga,27,3.4,2,1,25.2,2,242.53,98.78,64.96,1740,Other,Breakfast,Low-Carb,41.83,1937.42,39.39,220.83,Steamed,41.56,87.21,2.8,Zottman Curls,4,23,Strengthens triceps and chest,345.32,"Quadriceps, Hamstrings, Glutes",Box or Platform,Beginner,Back,Triceps,Incline cable crossovers,25.17,1949.88,0.5,1.5,0.53,0.69,1358.24,48.41,400.57,7.75e+19,Medium,25.171467764060353,382.0
47,Female,43.52,1.61,179,132,64,1,515,Strength,19,2.3,3,1,16.8,4,349.08,140.03,92.73,1380,Other,Dinner,Low-Carb,49.07,591.45,94.12,209.43,Boiled,25.02,11.79,2.4,Bulgarian Split Squats,5,21,Builds lower body power and endurance,330.37,Calves,Wall,Advanced,Chest,Lower,Bicep Curls,16.79,2791.01,0.5,3.22,0.59,0.74,864.73,35.1,343.58,5.4e+19,Low,16.7894757146715,515.0
46,Male,88.75,1.63,166,146,66,1,752,Strength,33,3.5,2,1,33.4,2,237.15,94.75,63.39,2441,Other,Snack,Keto,13.24,335.18,182.47,432.99,Roasted,10.24,79.08,4.1,Plyo Squats,5,21,Targets lower chest,365.94,"Back, Biceps",None or Dumbbells,Intermediate,Shoulders,Wrist Flexors,Hammer curl,33.4,1898.11,0.5,1.07,0.8,0.88,1689.28,59.73,556.23,1.24e+20,Very High,33.4035906507584,752.0
23,Female,47.14,1.6,196,154,50,1,920,HIIT,20,1.6,3,1,18.4,3,272.19,108.48,72.44,1117,Other,Lunch,Vegetarian,30.07,2404.23,281.82,492.41,Raw,40.29,71.28,2.6,Wall Angels,4,22,Builds explosive power,345.16,"Quadriceps, Hamstrings, Glutes",Resistance Band,Beginner,Arms,Anterior,Hammer curls,18.41,2174.64,0.5,2.3,0.71,0.79,196.56,37.95,524.64,7.72e+19,Medium,18.414062499999996,920.0
53,Female,55.74,1.55,171,141,54,1,1492,HIIT,21,1.8,4,2,23.2,2,216.11,86.91,57.84,1639,Other,Breakfast,Paleo,39.74,1229.24,116.49,208.64,Roasted,39.17,8.07,1.7,Step-ups,5,24,Improves shoulder mobility and posture,330.93,"Quadriceps, Glutes",Bench or Step,Beginner,Forearms,Triceps,Dumbbell rows,23.2,1732.64,0.5,1.56,0.74,0.82,147.4,44.07,747.9,5.47e+19,Low,23.20083246618106,1492.0
21,Male,109.83,1.69,193,133,59,1,1272,HIIT,35,2.7,3,1,38.4,3,206.08,82.6,55.88,2909,Other,Snack,Vegan,39.95,366.55,125.16,281.07,Boiled,11.33,15.69,2.6,Flutter Kicks,5,19,Builds explosive upper body power,353.74,"Upper Back, Rear Deltoids","Bench, Barbell",Beginner,Forearms,Anterior,Hammer curl,38.45,1657.64,0.5,0.75,0.55,0.69,1637.34,71.39,742.85,9.43e+19,High,38.45453590560555,1272.0
53,Male,55.03,1.55,171,141,54,1,1492,HIIT,26,1.8,4,2,22.9,2,215.22,86.62,57.45,1620,Other,Snack,Low-Carb,39.78,1238.05,115.32,209.29,Baked,38.68,7.38,1.7,Bird Dogs,5,24,Targets abdominal muscles,331.18,"Legs, Shoulders, Core",Cable Machine or Resistance Band,Beginner,Chest,Lower Chest,Plate pinch,22.91,1724.41,0.5,1.57,0.74,0.82,128.4,40.78,748.47,5.51e+19,Low,22.905306971904263,1492.0
19,Male,72.58,1.75,169,140,64,1,861,Yoga,28,1.7,4,2,23.7,2,163.87,65.39,44.02,1946,Other,Dinner,Vegan,6.16,1699.04,303.16,405.55,Steamed,23.66,10.51,3.0,Seated Rows,5,22,Enhances full-body coordination and stability,337.11,"Upper Chest, Triceps",None or Dumbbells,Beginner,Legs,Lower Chest,Decline dumbbell flyes,23.7,1313.22,0.5,0.9,0.73,0.83,1084.88,52.33,809.06,6.37e+19,Low,23.699591836734694,861.0
54,Male,73.95,1.72,194,154,60,1,853,Cardio,28,1.9,3,1,25.0,4,173.96,69.22,47.19,1968,Other,Lunch,Vegan,16.35,1705.28,214.96,230.0,Baked,34.89,9.89,1.0,Wall Angels,5,17,Strengthens back and improves posture,362.68,"Back, Core, Shoulders",Box or Platform,Advanced,Shoulders,Lateral,Barbell squats,25.0,1397.43,0.5,0.94,0.7,0.79,1115.18,53.07,703.6,1.16e+20,Very High,24.996619794483507,853.0
48,Male,68.53,1.69,170,159,73,1,917,HIIT,27,2.5,3,1,24.0,3,264.4,106.0,70.31,1930,Other,Snack,Vegan,16.79,748.5,46.55,366.79,Raw,26.82,9.08,3.3,Push Ups,4,19,Builds explosive power,344.39,"Glutes, Hamstrings",Low Bar or TRX,Beginner,Shoulders,Lats,Wrist extension,23.99,2114.39,0.5,1.55,0.89,0.93,1012.91,49.85,523.47,7.58e+19,Medium,23.99425790413501,917.0
41,Female,94.55,2.0,179,136,69,1,1045,Cardio,24,3.7,3,1,23.6,3,355.89,141.93,94.76,2708,Other,Snack,Low-Carb,26.24,587.31,207.85,141.5,Steamed,45.67,9.06,2.3,Plyometric Push-ups,3,12,Isolates and strengthens triceps,259.74,Core,Parallel Bars or Chair,Advanced,Abs,Triceps,Military press,23.64,2844.12,0.5,1.5,0.61,0.76,1662.7,72.22,618.18,7.58e+18,Low,23.6375,1045.0
31,Male,86.72,1.76,172,151,66,1,919,Yoga,28,3.3,3,2,28.0,2,282.26,112.39,74.8,2261,Other,Snack,Keto,19.37,1485.63,228.18,198.68,Raw,32.11,35.47,1.0,Dips,4,19,Improves hip power and cardiovascular fitness,360.3,"Chest, Triceps",Parallel Bars or Chair,Advanced,Back,Upper,Overhead triceps extensions,28.0,2251.8,0.5,1.3,0.8,0.88,1341.7,62.86,922.37,1.1e+20,High,27.99586776859504,919.0
32,Female,59.05,1.66,184,160,64,1,630,HIIT,19,1.8,2,1,21.4,4,283.86,113.96,75.63,1547,Other,Breakfast,Balanced,29.62,679.43,159.81,272.98,Boiled,36.1,47.33,3.1,Squats,4,18,Strengthens lower body,369.09,"Triceps, Chest",Bench or Sturdy Surface,Intermediate,Chest,Upper,Hammer curl,21.43,2271.95,0.5,1.93,0.8,0.87,917.23,47.73,383.85,1.33e+20,Very High,21.429089853389463,630.0
21,Female,62.62,1.81,164,150,62,1,942,Yoga,22,3.5,4,2,19.1,3,243.42,96.85,64.09,1793,Other,Dinner,Vegetarian,49.55,2348.26,123.9,428.74,Fried,58.28,89.96,2.3,Deadlift,3,12,Builds lower body power,219.25,"Biceps, Forearms",Cable Machine,Beginner,Forearms,Upper,Crunches,19.11,1937.89,0.5,1.55,0.86,0.91,851.37,49.0,574.43,1.9e+18,Low,19.114190653520954,942.0
36,Male,58.67,1.78,184,121,60,1,842,Strength,21,2.2,2,1,18.5,3,345.95,138.93,92.22,1558,Other,Snack,Paleo,20.94,1420.75,173.1,276.62,Grilled,58.62,80.58,2.7,Plank,4,20,Targets obliques and improves core rotation,364.76,"Glutes, Hamstrings, Core",Wall,Beginner,Arms,Middle,Decline dumbbell press,18.52,2769.5,0.5,2.37,0.49,0.66,716.5,46.51,620.09,1.21e+20,Very High,18.517232672642344,842.0
59,Male,42.16,1.65,172,132,59,1,1215,Strength,21,2.2,2,1,15.5,3,211.12,84.99,56.87,1000,Other,Snack,Paleo,48.69,1176.48,140.22,263.74,Steamed,52.54,64.83,3.2,Plyo Squats,5,17,Improves unilateral leg strength and balance,338.42,Full Body,Resistance Band,Beginner,Arms,Anterior,Close-grip bench press,15.49,1696.27,0.5,2.02,0.64,0.76,-215.49,33.41,832.51,6.57e+19,Medium,15.485766758494032,1215.0
54,Male,67.58,1.54,182,140,50,1,723,Strength,30,1.5,3,1,28.5,4,388.76,156.09,104.29,2179,Other,Snack,Balanced,7.77,329.06,119.84,489.16,Grilled,54.05,25.06,1.2,Pistol Squats,4,23,Builds calf muscles,344.23,"Core, Lower Back",None or Dumbbell,Beginner,Arms,Posterior,Romanian deadlifts,28.5,3118.01,0.5,2.31,0.68,0.77,1456.3,47.41,502.58,7.55e+19,Medium,28.495530443582393,723.0
44,Female,47.85,1.76,189,124,52,1,1054,HIIT,19,2.6,2,1,15.4,2,278.41,111.22,74.09,1320,Other,Snack,Vegetarian,27.52,1246.48,288.15,160.8,Steamed,54.44,81.65,3.3,Frog Jumps,5,20,Improves coordination and cardiovascular health,364.46,"Quadriceps, Hamstrings, Glutes",Pull-up Bar,Advanced,Legs,Upper,Bird dog,15.45,2225.33,0.5,2.32,0.53,0.66,266.34,38.56,634.16,1.2e+20,Very High,15.447443181818183,1054.0
21,Male,51.49,1.71,174,132,73,1,1155,Strength,22,2.2,3,2,17.6,2,309.55,123.6,82.67,1513,Other,Lunch,Balanced,26.14,1851.77,208.84,332.39,Boiled,17.28,111.25,1.0,Renegade Rows,5,15,Targets upper chest,337.29,"Lower Chest, Triceps",Kettlebell,Advanced,Chest,Upper,Cable crossovers,17.61,2476.63,0.5,2.4,0.58,0.76,358.36,40.42,721.8,6.39e+19,Low,17.608836907082523,1155.0
26,Male,72.68,1.66,177,125,72,1,912,Strength,30,2.2,2,1,26.4,3,205.91,81.92,54.96,1804,Other,Dinner,Vegan,9.33,1010.96,297.64,346.04,Roasted,57.31,62.44,1.2,Tricep Extensions,4,15,Enhances full-body coordination and stability,336.3,"Triceps, Chest",Cable Machine,Beginner,Shoulders,Triceps,Concentration curls,26.38,1645.96,0.5,1.13,0.5,0.71,891.54,50.84,618.79,6.24e+19,Low,26.37538104224126,912.0
56,Female,129.25,1.78,194,125,64,1,853,Yoga,35,2.7,2,1,40.8,3,173.88,69.51,46.61,3299,Other,Lunch,Low-Carb,13.14,372.05,183.73,139.49,Grilled,57.01,61.06,2.0,Superman,4,16,Full body workout,353.92,"Upper Chest, Triceps",Low Bar or TRX,Beginner,Arms,Lats,Plate pinch,40.79,1393.05,0.5,0.54,0.47,0.65,2446.05,84.01,913.11,9.47e+19,High,40.79346042166393,853.0
30,Male,61.86,1.52,178,138,71,2,2545,HIIT,29,2.7,4,3,26.8,3,338.0,135.38,89.57,1771,Other,Lunch,Paleo,37.42,733.15,9.41,367.74,Fried,52.48,115.7,1.9,Squats,5,19,Improves posture and strengthens upper back,346.88,"Back, Core, Shoulders",Step or Box,Beginner,Legs,Quads,Barbell rows,26.77,2699.65,0.5,2.19,0.62,0.77,-774.4,43.66,1234.89,8.04e+19,Medium,26.774584487534625,1272.5
24,Male,68.93,1.75,166,146,60,1,1377,Strength,27,2.0,3,1,22.5,2,285.33,113.74,76.66,1854,Other,Lunch,Keto,25.78,529.64,283.27,142.65,Raw,25.84,59.07,1.4,Leg Raises,5,23,Targets lower abs,363.99,"Quadriceps, Calves, Glutes",Barbell,Beginner,Abs,Wrist Extensors,Bent-over lateral raises,22.51,2286.22,0.5,1.65,0.81,0.88,476.65,50.42,1011.89,1.19e+20,Very High,22.507755102040818,1377.0
22,Female,86.59,1.9,186,128,58,2,2717,HIIT,27,3.5,5,3,24.0,3,250.26,100.19,66.95,2470,Other,Dinner,Vegan,6.8,1324.78,88.23,231.14,Roasted,25.9,23.6,4.6,Bicycle Crunches,5,25,Improves cardiovascular fitness,340.42,"Quadriceps, Hamstrings, Glutes","Bench, Barbell",Advanced,Arms,Lower Chest,Seated calf raises,23.99,2004.35,0.5,1.16,0.55,0.69,-247.0,62.92,1293.6,6.89e+19,Medium,23.986149584487535,1358.5
40,Female,60.0,1.88,183,141,61,1,1609,HIIT,21,3.0,3,2,17.0,3,284.45,113.8,76.02,1735,Other,Lunch,Low-Carb,16.95,1615.24,43.23,375.35,Baked,52.48,91.68,2.6,Leg Press,5,25,Builds shoulder width,340.47,Lower Abs,None or Dumbbells,Advanced,Legs,Anterior,Military press,16.98,2277.18,0.5,1.9,0.66,0.77,125.94,47.11,830.75,6.9e+19,Medium,16.976007243096426,1609.0
22,Female,70.51,1.93,162,139,53,1,1354,Cardio,22,2.9,4,2,18.9,3,217.18,87.27,58.43,2042,Other,Dinner,Vegetarian,5.87,1646.79,253.65,321.58,Raw,23.14,99.6,3.2,Seated Rows,4,21,Improves unilateral leg strength and balance,336.91,"Shoulders, Triceps",Resistance Band,Intermediate,Abs,Quads,Bent-over rows,18.93,1743.67,0.5,1.24,0.79,0.86,688.4,54.7,950.09,6.34e+19,Low,18.92936723133507,1354.0
30,Male,108.12,1.66,194,140,64,1,1166,Strength,35,2.8,3,2,39.2,3,297.34,118.66,78.98,2772,Other,Snack,Vegan,7.07,2313.6,86.98,356.16,Boiled,42.73,25.25,1.7,Pistol Squats,4,17,Improves posture and strengthens upper back,369.35,"Core, Lower Back",Kettlebell,Beginner,Abs,Anterior,Hanging leg raises,39.24,2374.82,0.5,1.1,0.59,0.72,1605.6,70.28,797.8,1.34e+20,Very High,39.236463928001164,1166.0
47,Female,73.03,1.87,188,161,64,1,1731,HIIT,23,3.4,4,2,20.9,3,280.2,112.6,74.98,1920,Other,Lunch,Balanced,35.43,1169.34,25.95,118.95,Boiled,21.73,74.63,3.8,Zottman Curls,5,16,Improves shoulder health and posture,340.61,Quadriceps,Resistance Band,Beginner,Legs,Triceps,Seated calf raises,20.88,2246.02,0.5,1.54,0.78,0.86,189.36,56.0,892.4,6.93e+19,Medium,20.884211730389772,1731.0
